date,amount,category,description,clean_description,is_fraud
2021-09-26 14:19:23,14.81,Food,Daughter man eye above like.,Rather think word.,0
2022-04-04 07:12:34,80.04,Food,Goal radio own bag.,Box about federal.,0
2020-05-16 10:58:14,41.0,Food,Watch consumer political.,Into house plan hot.,0
2021-03-03 02:11:57,10.7,Shopping,Candidate to front nothing son another.,Organization site.,0
2022-11-22 21:25:01,39.77,Shopping,Again car policy reason present.,Product key field.,0
2024-04-11 04:47:42,27.64,Transport,Four past something picture civil fire.,Think form design.,0
2022-01-02 14:14:58,46.64,Bills,Human area write drug. Scientist light policy go.,Something east.,0
2024-01-24 07:26:58,5.89,Shopping,Let notice investment election.,Many finish answer.,0
2020-04-19 14:13:50,30.18,Transport,Director third ready lay.,Several here down.,0
2021-08-15 00:54:19,24.64,Bills,Win serious note.,Beyond recent.,0
2023-05-29 10:28:41,56.57,Bills,Tend left than it ten.,Others drug she.,0
2022-09-17 04:28:54,51.4,Transport,Sometimes interview another season information.,Behind decide.,0
2020-09-08 09:19:34,15.78,Bills,Role score decade all.,Full book employee.,1
2023-02-26 22:00:37,8.71,Transport,Wrong their answer series assume next.,Serious anything.,0
2023-09-04 07:23:38,20.51,Bills,Keep hot professional drug author.,Young society argue.,0
2020-02-24 23:47:47,14.67,Transport,Fill everybody task they.,Man serious black.,0
2022-05-17 06:30:04,52.07,Bills,Small probably he argue table.,South fire style.,0
2020-08-28 15:53:51,91.97,Entertainment,Street eye same student subject allow.,Coach ago think.,0
2025-02-27 05:00:27,78.49,Food,Seem of life three.,Great four surface.,0
2024-06-15 14:22:08,37.95,Bills,Too deal civil cell.,Music easy owner.,0
2022-10-22 10:11:24,72.71,Transport,Body adult goal himself she their.,Look interview air.,0
2021-10-24 11:51:54,29.79,Bills,Animal necessary right four person.,Cause degree money.,0
2024-06-15 17:49:25,9.13,Shopping,You name lead professional.,Wear city federal.,0
